text,labels
احلامك انا يلاه لا ابراج لا قلب 🙂 🔪 🔪 😋,0
انت يا انك حمار يا انك حمار,1
كنا مغشوشيين فيهم باخلاقهم ومذهبهم الدموي 😣,1
نادي وضيع وين صورة نمرنا? 🐸 😂,1
الناس يخوي يطلبون شي معقول انت تطلب ذهبيه ياخي عيب استحوا على وجيهكم.هذي لاقال لك بلطجه 🔴 😡,1
اكثر شيء قاهرني بالموضوع معلمة الرياضيات 😐 لما المديره قالت اطلعوا للبيت هي تضايقة تقول بكمل حصتي ما خلصتها مريضه 😷 😷,1
والله انا صارلي خمس ايام متكيه بالبيت شلون بداوم مدري 😣,0
يا انكم كذابين يا اني مو عايشه بكوكبكم 💔 😂,1
بس غريزمان صغير ياخي 😷 😷,0
اعلام فاشل 👎,1
ه يا خسارة الفرحة يا القرد 😂,1
699.75 نقطة هدايا نقاطي 🐨 🐼 🐨 🐼 🐨 🐼 🐨 🐼 🐨 🐼 🐼 🐻 🦊 🐻 🦊 🐻 🦊 🐻 🦊 🐻 🦊 🐻 🦊 🐱 🐶 🐱 🐶 🐱 🐶 🐱 🐶 🐱 🐶 🐱 🐶 🐼 🐻,0
"فالفيردي 🙂, البدري 😣, جاتوزو 👊, مورينيو 😒",0
بايع الكليجا الحمدلله والشكر افتكينا من خرفان ايفانكا جونا خرفان بايع الكليجا 😷.,1
😲 يا مصيبتي يا مصيبتي علي الفضايح ده باسيل ده طلع مافيا مش فاسد يخرب بيته,1
استغفر الله العظيم كيف رضيت على نفسك تقولها 😷,0
فيه ناس عندها فوبيا انها خايفة تكون تقيلة على ال قدامها مش تناكة والله 🐸,0
زي الخرا والله اعد الثواني عشان اخلص منه 🤢,1
ه 👏 👏 👊 👊,0
قدمك خضراء علي السودان سقطت يا صديقي 💚 ✌ رمضان من غير كيزان سقطت يا صديقي ✌ سقطت يا صديقي ✌ اعتصام القياده العامه,1
ياخذ بريك بين كل حرف جر والثاني 🤢,0
💦 عليج وعلي كل نغل يترحم علي ابوج النغل يا 💩,1
بنظفونها وبيرجع الغبار 😷 🌚,0
العامل الهندي يشرح للمعزب انه الخروف صار صديقه عشان المعزب لا يذبح الخروف. 🐑 عجبني الهندي مشاعره راقيه جدا,0
بايع الكليجا خلاص يالمشفوحات فشلتننا من سمح لهن يصورن بدون استاذن قليلات الحياء حتى هو مستحي وهن سعة وجهه 😒 الحمددلله الذي عافانا 😤,1
اذا لزمتها والله ما افلتها و اسويها عصير والله 🔪,1
"من كثر ماني مشتاق لك, اسمع فويساات صار لها شهور 😣",0
الله يفشلكم يع 😷 بايع الكليجا,1
ابغاء حل للكحه 😷,0
كنت خدني اتريق يعم معاكو 😂 👊 👊 و بعدين ي علق انتا مش قولتلي هنروح شارع الاستاد مش المجمع 🙄,0
كفايه. متبقيش. طماعه. 😂 👊,0
اهاهاهاهاهاهاهاهاها 😸 👊,0
حد عاوز حاجه من مصر قبل ما تمشي 🐸 😂,0
هو احنا ليه لازم نجاوب على اسئلة القدر ما يجاوب لنفسه. 😡,0
محد يتابعه 😡,0
الله يلعنك 🖕,1
كلبه وقذره وزي مقفاك 😷 مقفاي تصف خلفه طوابير هداك الله,1
لا هناك 😡,0
لاي جهة طارت هالتغنيجة 😣,0
اي تكفه علمن بلعن جدفوه ملعون الخير 🔪,1
من التعليقات تذكرت مواقف تصير لي لمن اصف بالطابور وما علي نظاراتي افهي بالي قدامي وهي تحسبني اناظر لها ولمن ارجع البس النظارات القاها تخزخز فيني. يا خاله والله ما افكر فيك 😭 😭 🔪,0
يشهد لكم التاريخ اجل 2?! 🐑 🐑,1
عجبتك ولا تعززله عشانه ضفدع زيك 🐸 😂 👊,1
مزالي فايقة بكير ولسا معي وقت لنضع الاي لاينر 🤣 🐸 🙆 ♀ ️ 🏃 ♀ ️,0
1202مبكوتراجع للتاسيس تحت 24.1الان مناطق مقاومة كل متابع يحدد هدفه لا اريد استفسار متي ابيع متي اشتري 😷 هالاستفسارات محت...,0
اسكتي يا لقيطة يا تريكت هواري منار وجه يخلع الموتى 🤣,1
شو وقحة 👎,1
بس يا ادمون يا شقي بقى ارحم ابونا,1
طيب لا تدف 😤 🤣,0
مش انت لوحدك انت يا قمر مش لوحدك يا مزة 😂,1
وحدة اتصلت على زوجها معصبة 😡 وقالت وينك يازفت? قال لها تعرفين محل الذهب اللي فيه الطقم اللي عاجبك? قالت ايه. يالغالي! 😍 قال انا عند الحلاق اللي جنبه 🙃 😬 😂 ه,1
كسمك يا اوباما كسمك يا اوباما كسمك يا اوباما كسمك يا اوباما,1
بمساندتنا لتجمع المهنيين سنجبر المجلس العسكري بالاعتراف به ممثلا للثورة.بمساندتنا لتجمع المهنين سنجبر المجلس العسكري بتلبية مطالبنا.بمساندتنا لتجمع المهنين ستسقط الاحزاب البائسة وتتمخض احزاب وطنية جديده.عار ما تعفعلون يا احزاب الفكة يا اشباه الرجال. السودان يستحق الافضل,1
هياربيهذا اللي يقول اليوم بعد صلاة الفجر انه طالعيازيزو هانم هدي اعصابك ترى الله خلق خلقه مختلفينيعني لازم تقتنع مستحيل اصير اسود وجه زيك 👊 🤣 🤣 تعقب يالذروق 👊 👊 اما لو انا في نفس حالتك كذا 😷 الله لا يقوله 😁 سبحان اللي فضحكاحفظ الدرس 👇 بعد الغداء بقولك شي 👌 يجلطك,1
كلمة ايلتسكلمة Trigger معناها اثار 😬 ومن مرادفتها كلمة arouse 😤,0
"خاطري اشتري 100,0 ثور 🐃 🐃 وانثرهم بالشوارع واللي فيه خيريلبس احمر! قال عيد الحب قال 💔 😒 جوج",1
ليش تقولوا لامحدود وهوا محدد 2 جيجابايت خلاص مسامح نهوه عني بشترك من جديد خدمة 5 ريال 😠,0
عل الثالث يا بجم يا ابن البجم يا صنم يا ابن الصنم 😂,1
بايع الكليجاقسم با الله عيبيب الي قاعد يصير ضحكتو علينا العالم ياشباب خاقين مع وحده يا بنات خاقات على واحد مالكم اي هدف با الحياة 👎,1
"يع شتحس فيه! طيب حتى لو ماتحبيه ما بتموتين لو خليتيه يوقع بس كذا, مرييضه والله 😷",1
هو علشان عرف عليكي خمسة ستة 🐸 يبقي بيخونك 😂 ✋ لا ياماما دا نشاط اجتماعي 😂 ✌ 😂,0
ليتك تسكت احسن لك واترك الهلال عنك على بالك تخدرهم يا خيخه يا متلون الحق على بقايا النصر و حاول تستفيد مثل غيرك قبل ينتهي المليار وكل شي وتصير مثل معيد القريتين (لا نصر نجح و لا اهلي فلح),1
اذا الوضع راح يستمر على هذا المنوال الشعب بيصبح فقيرويمكن يرد على زمن السبعيناتدايما نرد نكس 👎 👎 وبتصير دولة ال...,0
لعنك الله يا حسن زميره يا ابو نص لسان يا شحاذ يا مطية الفرس الانجاس.,1
يا طعم يا سيد امك 😂 😂,1
كل زق يا طفايه يا سلتوح يا كلب سييرا عمك يا واطي,1
هحلم وحلمي مصدقاه ✋ وان راح لفين هفضل وراه 👊 🙄,0
توبه ماعاد البس جينز في معرض 😡 🤬 🤬 🤧,0
"صراحة المسلسل راح تنقص نسبة نجاحو بسبب مشاركة كنزة المتكبرة سارة العلامة رائعة جدا و متواضعة, كنزة اول تجربة في التمثيل و تشرط في اللبسة يا لطيف 😠 ماراحش نشوفو بسببها مانحملش تصرفتها",1
حتي الخاتم هي لبساته له و هو ملابسهش اعيه بكل هذا شنو 🤢 🤮,0
ابوصلاح الجاكيومن الحشاء الى الحبيلين ومنها الى العندلن يدوم بقائكم في الجنوب يا ابناء زايد يا حثالة الاعراب ويا رموز الدعارةعام الحسمقادمون في العام الخامس,1
يالله صباح خير 😤,0
ب خصوص العيال اللي هنا يهاوشون نسينا سنابات حليمه!? ولا بنت ترامب والمسجد حقها? 🤢 😑 بايع الكليجا,0
في لبنان لكي تكون ناجح بحياتك لازم يكون عندك - اصرار 👌 - ارادة 👊 - طموح 💪 و اذا عندك واسطةانسى كل الكذب اللي فوق 👆,0
عن شعور اخد مغادرة عال9 عشان موعد الدكتور عال930 و اوصل 915 وتصير 1030 ولسه ما اجى موعدي! 😡,0
حلفو باجر دوام 🤢,0
كلزق وداوم 😂 🖕,1
الشبكة بقت وحشة جدا ف المدرج بجد 😤,0
يالله يا خنازير 🐷 🐽 يالله يا خنازير 🐷 🐽 يالله يا خنازير 🐷 🐽 يالله يا خنازير 🐷 🐽 يالله يا خنازير 🐷 🐽 يالله يا خنازير 🐷 🐽 يالله يا خنازير 🐷 🐽 يالله يا خنازير 🐷 🐽 ديربي مانشستر,1
نتلاقو يا شلتوت يا صعلوك يا كلب حفتر الا م نتلاقو بس وقتها راس الكلب امتعكم طاير وقريب,1
اي صح 🤢 😷 😭 💔,0
ياكرهي للمزح اللي كذا 😤,0
انا الي اكرهتس يا حمار القايله يا الجربا يالسلوقيه كله منتس,1
افضح معنفك زرار الغالوقه 😤,0
القهوه خلصت. 😣,0
افضح معنفك1 الغدا يطبخ على النار طبعا البخار جدا حار على يد طفل2 تذكرون ترمس المويه الي لونه احمر والكاسات الحديد لونا فضي بدون مسكه الكاسكانوا يغصبوني يصبون كاس واشربه غصبالين استفرغ اقسم بعزة جلال اللهوبعدمااستفرغ يرجعون يكملون لين استفرغ مره ثانيه وهم يضحكون 🐷 🐷,0
سعوديات نطلب اسقاط الولايه600وحده تقول لزوجها اذا انا مت ما ابي احد يغسلني غيرك يا الغالي! قال لها زوجها انتي بس توكلي على الله وقسم بالله حتى شعرك استشوره 😂 😂 👊 🔪,0
من عليه 😡,0
ه ايوة زي شرذمة كده 😂. بس عيب ولا يهزنا 👏 😂 😂 🐒,0
مش باين 😣 😣,0
م هو ما معقوول كل الاولاد البلاقيهم يكونوا قاطعييبن كدا يااخ 😭 💔 🖕 او يمكن دا اثر الجفاف 😢 😢 😭 💔 💔 🖕,0
انا اصحى تهاني تنام انا اصحى تهاني تطلع ماعندها شبكه وبعدين يعني 😒 🖕.,0
"على قولك مع الخيل يا شقراء ""🐂""",0
صلاه الجنازه القادمه انتالله لا يوفقك من تاق وش هالخرشه 🔪 🌚,1
هو ايه دا اللى صعب ياعنياا دا انتى كل يوم ضحكتك فضحاناا ف المنطقه 👊 😒 😒 😂 💔,1
تصنع احلام واليسا في البرنامجممل مره. 😠 MBCTheVoice,0
لا دراسة ولا دوام ولا امتحانات ولا برزنتيشون ولا تقرير شهري ولا نصف السنة واجازات مفتوحة والنتيجة شهادة دكتوراة 😡 هذا ماوصل اليه ابو نورة بس يستاهل فنان العرب 👍 👇,0
لا مانت وش كسوف اوي 😂 يا بخيل يا معفن 😡,1
يارب لك الحمد مابي اسب خلقة ربي بس ماقدر 😤,0
يارب تتزوجين فقير يا نوف يا كلبه تخسين,1
الناس الي يعرفون ينامون قبل ال 12 محظوظين جدا 🔪,0
القهر ان فريق الدشارة مايحتاج اسقاط ولاية! هن خلقة بدون ولي! اللي عندهن مجرد ذكور! والنماذج الوسخة تزداد تفسخا والمضيق عليها المهدرة مصالحها لن تخرج عن طوق العادات والتقاليد 😖 😤 🤕,1
درينا ان اللبنانيين يسمون بياع الخبل عباتهخلي تياب الدارحتى يجي اذار 👊,0
"صلاه الجنازه القادمه انتلا اله الا الله 😭 يا رب حسن الخاتمة., الله يسامح اللي مسوي الهاشتاق 😣",0
لعب مع الكبار يكبره لعب مع الصغار يصغره 😂 👊 اعلان حضران يارمضان 💓,0
"من بداية السمستر بنقول الكهربية سهله, و اسي اكلنا 💩 💩 💔",1
امس قاعد العب مع خويي وماعنده سماعه معاناه 💩,0
ليش مابيعملو عيد الاكل نجتمع بالمطاعم وناكل ببلاش 😍 بدل عيد الحب و قلة الادب 😂 🐸 سؤال يراودني 😌,0
وربنا شبه النسوان ومش اي نسوان انتي يا شاديه يا بيضه بيكلك ليه خليك ف12 حلال وسيب الخطيب المغتصب الحرامي فحاله يا روح امك بجد انتوا جمهور نسوان,1
الله يلعنك يا ادواردو يا كلب حتى تضيع بلنتي بعد?,1
بليتني يا خشير الروح يا ويش ربي بلاني بك (,1
اللي يعاني من نقص دايما يسعى لهالشي 🤢 🤢,1
طب انا انزل صباح ولا مساء 🤔 😣,0
حمدالله والشكر بس من هلحين حمقي 😣,1
كلف على نفسه كمان با 8 مرات لايكون تعب بس ☹ ️ 😣,0
مسوي يعنني قدام البنات! يهع بطلوها ي وجه ال 🐕,1
وبعدين موب تاق فالهالا يبو سوالف 😂 🤢,0
نتصدد عن التغريدات? يجيبون عنه تقرير العربية 😷 😷 😭 😭,0
"-.? ✈ 🎵 👊 لا يهمني من تگگون ٱحترمني ۆاحطگ بعيوني. ❤! ¿""",0
"ما هم دول الاخوان الارهابيين والمرتزقه وعملاء السبوبه اللي باعوا العراق واللي باعوا سوريا واللي باعوا ليبيا واللي الان بيبيعوا الجزائر وهم هم اللي موجودين في السودان واللي الحمد لله لم ينجحوا في مصر الحبيبه ولذلك شعارهم الجديد الان ""يا اما",1
ك سمك يا ازار يا منفوخ يا متخاذللو راح للريال محد مستفيد غير اندية الليغا الثانيةلاعب استعراضي منفوخ متخاذل غير حاسم,1
"انا لو مش ف مدينه, انا لو ف الشارع مش هجرب البتاع ده 🤢 🤮 💔",0
مس الشكبات تمدحني 💜 خلتني اتحسرت زيادة انه ما تخصص شبكات للبنات 🙂 🔥 🔪,0
من تحسس على الوجع الذي فيكم تردوة يا حوثي يا اخواني كن مطمئن انا لا حوثي ولا اخواني يماني حتى النخاع لا اؤمن بشي يعلو على الوطن اما انتم دائم تفكرون بمؤخراتكم 😁,1
"تحديدا هذا المدرب لولا الله هم النصر ماحد درا عنه ولان ينجح ابد لو رجع لنصر لعدم وجود اللعبين المميزين الي كانو ينجحونه في موسم استثناي من تكاتف الجمهور وحماس اللعبين شويه من الهياط له.,.! 😜 👎",0
كل فتره زياده 4 هللات والنتيجه بدل ما كان الواحد يفول موتره ب30ريال الحين 90 وعليها وما ضرنا الا اشكالكم المطبلين تصفيق من اولها لاخرها. الواحد يا يقول خير يا يسكت منت مجبور تطبل,1
اشرد لابعد مكان في المبنى عشان اريح دماغي وفجاة يتلم جيش في المكان وشوية ويجلسوا في عبي مع انه المساحة الباقية كبيرة! 💀 💩 لا احكيكم عن الشياطين الي جالسة تنطنط قدامي حاليا من النرفزة,1
انا مش حتجوز علشانالناس واخدة فكرة وحشة عن الجواز لية بس دة الجواز دة حاجة حلوة خالص وراحة طول العمر 😂 😂 👊,0
سيبيريا 😍 في عشرة ايام انهيت موسمهم مبكرا 🔪 لله درك 💙 النصر الباطن,0
بردتي قلبي شوي ♥ ️ 🔪,0
لا والله يالغاليه كيف اوصلها لك... كل واحد يعرف حدوده ومساحة عقلة اذا كان مرتفع او واطي والتربية قد تكون على حدود السفاله والوضاعه تصل الى هذا الذل 👌 👎,1
جتكم القرف مليتوا البلد 😠,1
رجعنا لشعور المخ المختنق 😣,0
بشرط يسقط عنها حافز وحساب المواطن 🙉,0
الله يقرفهم 🤢,1
لا ابغير البضاعه دامها للرجال اببيع قنابل على الزوجات 💣 فعاله وتنهي الضحيه بلحظه ولا تعطيه فرصه يتنفس 😡 😡 😂,1
بايع الكليجا .انتحار جماعي 😢 🔪,0
اي والله تحزن حتى مالي خلق اشوف فلم ولامسلسل بدون سماعه 😩 👊 💔,0
بطلو انانيه يا شعب يا انصرافي ويلا على صفوف عيشكم وبنزينكم,1
ه وين نيجيريا يا طواقي يا زعيق يا كلام نواعم,1
سوريا واليمن وقطر وليبيا وفلسطين ممنوع يحجوا لانهم اختلفوا معهم بالسياسه الله اكبر اليهود ماعملوها 😡,1
اكيداكيد 🔪,0
اول خطوه بكسر عين اخوك واروضه بكل قوتي واشقق خرقه شقق بحد ماخنثه واديثهه اخليك تنيكين وتناكين من اخوكريتويت 🖕 💋,1
وش شفت بعد يابو نص عين 😡,1
يا رخيصه يا رخيصه يا رخيصه يا رخيصه يا رخيصه,1
بجم يا عجم يا سجم يا وجم 😭 😂 😂,1
ه 😡,0
فهد الجميعة شق مكوة ياسر الشهراني شق 🍑 ✊ 🖕,1
خلي اسلوبك ف الكلام احسن من كدا يا انسه يا محترمه انا لا عايز كومنت ولا قلب انتي اللي كلامك مستفز ومبتديش اي حد مساحه للنقاش عايزه تبقي انتي بس اللي صح من غير ما تسمعي وجهه نظر حد ودا غلط من واحده المفروض انها من متابعينه ومعجبينه ركزي شويه,1
لما قلت كلب افتكرته بشار 🐕,1
محاضرة الساعه عبارة عن نككد 👊 🙃,0
استغفرالله من صغر العقل وقلة الادب حسن الفاظك.ولا ع م قال المثل كلن وع م تربى عليه 😒 🔪,1
سوار شعيب كلامه فيه اهانه لشعب الخليجي ولاشخاص ذو دخل محدود طله فاشله باسلوب فاشل 👎 سوار شعيب,1
نرو بكيرم اصن 🚶 ♂ ️ 😠 باي,0
الحجة بالحجة يا همجي يا رعاع القادم ادهى وامر لك وعد القادم ادهى وامر يا مخلفات التجنيس المواليد بيننا التغريدات ولست فقط انت كل من هو على شاكلتك خلايا عزمي تنظيم الحمدين مجنس بالمواليد يشتم ويزيد اصله وفصله,1
يمكن اللي حولك ريحهم صنان لكن على الاقل انصحيهم بالنظافه والروايح الحلوة مو كذا 😷,1
بلا دلع. 5 ساعات بس. تنام الصبح + تطلع قبل المغرب بساعة ونصف. احمد ربك 😡,0
الجلبريك بس اختيارك لثيم 👎,0
نص ساعة تاخير احكولي ايش بكره احكيلك حد يتاخر عالموعد 🙃 😤,0
ايه ي حج هتلاقي ايه يعني 😂 👊,0
كان ع التليفزيون 😣 المشكلة اني محاولتش اغير القناة لحسن الاقي فيلم ارخم اصلا,0
"دام الوضع جذي بروح اشوف مسؤولة واناديها (الخالة) وابرر التسمية بشوية نقص حنان وجفاف عاطفي مؤقت. عذري معاي عالاقل, وهم بالمرة شوية عدالة ومساواة يا مجتمع يا ذكوري يا متسلط.",1
صرت اخاف اطلع من البيت اخاف النويقصات يتجمهرون عندي 😷 😷 بايع الكليجا,1
قسم بالله متخلفات 😷,1
بايع الكليجا فعلا الناس اذواق اشوفه اقل من عادي مايستاهل كل هالضجه واوفور تجمهر البنات عليه خقي يختي اذا عجبك لكن مو لهدرجه تجمهر وتصوير يع تفشلون 😷,1
فصلو راس عدوك عن جسده 😂 🔪,0
بنات شكلكم وانتم خاقين مقرف والله 😷 💔 بايع الكليجا,1
ه 😆 😂 😂 😆 ه لا سطول فحم 😁 😁 👊 👊,0
"طيله حياتي م انقهرت وانغبتت, مثل اليوم 🖕 🖕.",0
ده فين الطريق دهيا بختك يا عم 😕 😕 الدنيا مقفولة معايا خالص 😣 😣,0
حلقي 😷,0
"حارس استراحة تعلق قلبه بهذا الخروف 🐑 ونشات بينهم علاقة عجيبة, ويطلب من كفيلة ان لا يذبح هذا الخروف.سبحان الله صورة جميلة...",0
لا طبعا استغفر الله 😷 الله يستر علينا وعليها ويرزقها بنت الحلال,0
بايع الكليجاتدرون عاد لو طب بوجهي واحد حلو وربي استحي واطالع اي شي ثاني بس توصل اصوره وين عايشين 😣,0
كل يوم - عماد اديب يحكي لاول مرة موقف عن الرئيس السيسي 🐸 🐸,0
اجل حبة حبة من زمان عن الاحاسيس رحتي وخليتين للجفاف 😤,0
لحظه لحظه لحظه ليش علمنا شعار التطرف وعلم تركيا شعار الاعتدال عشانهم غيرو الالوان بيحسبونها مابننتبه يعني 😡,0
روحي لبريده تلقين اشباه كثير بس ماحد زيكم مشفوح يخقخق ويطالعهم بكل انحطاط ويصورهم الله يفشلكم بس 😷,1
"مااطقع منك الا هم, واللي في المقطع وش يعتبر نفسه وهو يلاحق! دامك تلاحق بنات خلق الله باي عذر كان فانت وضيع وحقير وتبحث عن الزنا وتحطها بسبب عبايه ولا كحل تفو 😡",1
مبروك عاد 3 كان خليتوها 4 ترا حتى وضاح خسران اندية لندن 👎,0
مرض 😷,0
ه 🤢 🤮,0
سوق الجمعه مب لجنه 👎,0
صلاه الجنازه القادمه انتوش ذا الحياة اللي عايشينهاوزارة اسكان تخديريهايجارات مرتفعهصاحب عقار جشعتجار ماتخاف ربهافرص وظيفيه شبه معدومهرواتب متدنيهغلاء معيشه وضرائبكاميرات ساهر اكثر من السياراتديون في ديون في ديونواخر شيهاشتاق يجيب الثعلبه في الصدر 😡,0
"ناشة من رقادي قبل وقت الكلاس بخمسين دقيقة, لين اتجهز واطلع يباله وقت رحت للكلاس طيران دايسة 180 ماخليت سيارة جدامي ما تجاوزتها كل ها عشان ماتحطلي غياب مستنا نحيسة تحط غياب لو تاخرنا دقيقة 😤 💔",0
"يا نصاب يا ولد النصاب اذا كنت رجل تعال في اي ميدان تركي واشتم قردك او حزبة ثم شف وش يصير لك, الاف المحامين ورجال الجيش الكبار والمعلمين بالسجون بل ملايين وحتى النساء العجائز اعتقلوا بحجج واهية والسبب معارضتهم للقرد غان تبعك",1
اه والله مش لوحدك 👌 👌 🐸,0
اخ يا القرف 😷 😝,1
يا بنت الوسخه يا كيم كارديشيان 😂,1
كان صكيتيها بالطاوله موب بس كف 😤,0
وتتكلمون عن الشرف ولعنة الاجيال وانتو عار 😂 👊,1
اقول تلايط بس عارفينكم من دول الفجار لابوكم لابو الكذب اللي تعلمتوه الخلا 👊 🤣 😂,1
يع قرف شوفوا سعبيلها اول المقطع 😷,1
الي تتكلم بالفديو ودك تبلعها فلاش صوتها مستفز 😷,0
"- التغير مطلوب 'D- هو انتي فاكرة اني هخجل من شكلي يا عزيزتي. ه. للاسف وقعتي مع حد بيحب نفسه وبيقدر شكله كيفما كان جدا .- صورتي ايه اللي بفلتر يا متنمرة يا صغننة انتي ""D",1
الي مو عاجبه لا يناظر 😤,0
الخميس نمشي نكمل من المكان اللي وقفنا فيه 😂 👊,0
بايع الكليجا ترا ازعجتو دين امنا فيه? خفو الله يفشلكم سود الله وجيهكم ياشيخ 😒 🔪.,1
حاطة 🖕 بدل 👆 😳 😳,1
نه 🤢,0
حقير 😤 😂 💔,1
غبار وكتمه مايمنا مطر 😣 💔,0
البنات ماعاد يستحون فشلونا 😣,0
Olympics EXO EXOL BestFanArmy iHeartAwards اداء اكسواكثر سيارات تم طلبهاالاطفائيه للانتيز 🐸 🚬 و الاسع...,0
احزنتني فشخ بس والله دايما تقولي انت يا رامي يا حبيبي غالي عليا اجدع اخ وصاحب وقلبك طيب اووي بجد وبتمدح فيا فجاه قلبت عليا من غير ما اعملها حاجه البنات بقوا فوظاع صراحه وبوشين 💔 😕 😕 😢,1
الحمدلله افتكيت من ابراج المراقبه اللي هنا 😩 😂 👊 ماتتخيلون قد ايش مرتاحه بدونهم خصوصا اقرب الناس لي,0
🔴 عاجل .سابتكو ترفع قضية مطالبه تعويض على ناديالنصر محتواها.1 اسطب خلفي يسار2 اسطب خلفي يمين3 شمعة يمين 4 شمعة يسار6 مسحات شمعات7 مسحات زجاج امامي8 مسحات زجاج خلفي10 زجاج عدد 8 11 سمكرة بديالله يعين النصر بيلقاها من سابتكو ولا الجماهير ولا الباطن 😣,1
يلا يا سعفان يا ابن الچزمة ابعد عن الچاموسة يلعن م.,1
عادي خله يشولني اي مكان فيه اكل مايخالف علي 🐮,0
استغفر الله انا قليلة الادب 🔪 🙄 😂,1
خليه بقى مهو بيتعاكس مش فاضى 😡 😡 😢 😢 انا حزينه حزينه,0
وضع هذه العلامة 🔞 بجانب اسمك لن يجعلك متمرد يا مشاكس يا صيده يا صايع.,1
طب احب انوه للاخوة البهايم اللي هيفهم غلط انا بطبل و بحفل يا متخلفين يا هبل وبس شكرا ✋ 😂,1
وش هالقرف والخفه وجع حومتو كبودنا 😷,1
مبروك يا عبد المال يا كلب قطر,1
مليش اخوات 👊 💔,0
بايع الكليجاكل بنت وقفت عند بائع الكلبجا وصورته تعيد النظر في تربيتها اعوذ بالله ماعاد فيه حياء ولا خجل كذا عينك بعين الرجال لدرجة انه حاط الكيس ع وجهه من كثر مانقرف من التصوير. .وشذا الانحلال الي انتي عايشته. .تربية للاسف 👎,1
ايه طاقع وماقع ونهار ابوكي والع دي! يبنتي خشي المطبخ خشي المطبخ جتك القرف 💩,1
اوصف نفسك بكلمه عسل 🍯 فيه احد عنده اعتراض 😈 🔪?!,0
الاتحاد النصرالله يحرق الي مخليك تلعب في الاتحاد يا احمد عسيري يا سبك 😠,1
صباح تجمد البرد برا بقص المسمار 😤,0
من قال لك طلعت هذي فتره سترحه كم ساعه 😏 🔪,0
نيجيريا 🤣. المشكلة النيجيري ب فريقك يا فقراوي 🤣 اسياد اسيا حنا يا تعبان يا ابو 3 صيح صيح صياحك طرب 🤣,1
👱 وش اسم امك? 👨 تخسي عيب 😠 👱 طيب لو تزوجت وش بتسمي بنتك? 👨 بسميها نورة على اسم الوالدة ❤ 😊 اللهم اشف مرضانا ومرضى المسلمين,0
تو متش صار ترند 😂 'بعدين اللي يسبون في البنات هي ترا ما سووا شي بس عشان علقوا وقالوا جميل?! حسستوني انهم متصورين بحضنه 😒 🔪 🔪 بايع الكليجا,1
نسيت بلبس كمام علشان ماحد يصورني 😷,0
افضح معنفكالمفروض تتعنفون لانكم طلعتواجيل فاسدفارغ ما ينفع نفسه مابالك باهلهانعدام حياءواخلاق نشوفهابالشارع والمولاتالجيل الي قبلكم ربوه المدرسين وربوه بالبيتاماانتم اسخف واجهل واغبى منكم مافيهجيل فاسدفارغ بكل ماتعنيه الكلمةنحتاج تجنيداجباري يعدل سلوككم وقصصكم وسواراتكم 😠,1
صدق من قال الدنيا بالوجيه 👊 بائع الكليجا,0
عفوا عفوا 😂 👊,0
ترا نفتح الشبابيك لما تخرجي من عطرك 😷,0
احب يوجاتشنقو على فكره 😡,0
احب ذا الجمال. 🔪,0
مرتضى منصور يعد لاعبي الزمالك بمكافات مجزية و اداء العمرة في حال الفوز على نادي بيراميدز القادم و قال للاصلع جروس حاعطيك هدية رحلة الى لبنان لانك تحبها يا جروس رد عليه و قال له لا انا ارغب الذهاب الى جدة 😘 😘 ولكم يا الاصلع تنورنا يا العراب الاهلي بيرسبوليس,1
انت الى الان تنابح بكل عنصريةوانانية 😤 المراة خلاص بتسوق وبتتخلص بعدمن كل اصحاب الفكرالعقيم امثالك 😁 قيادة المراة...,1
ه الاهلي كيدا 👎,0
ناركوس بعد مايموت بابلو اسكوبار 😷,0
بايع الكليجاعيب والله عييب 👊,0
شوفته تنسيني 🐑,0
اهخ كلنا 🔪 💔,0
ما اللي بيتصور معاه شبه اللي هما المراهقين يا اغبياء يا ولاد الاغبياء محبينكوا و جمهوركوا بلسانك مراهقين و صغار عقول يا منايك 😂 😂,1
"كويس حصلتك في ذا المنشن, مانته تقول في 2 بيلغون الرسوم, الله يسامحك فرحتنا 😂 👊",0
"البنات اذا سلموا على بعض هلا يالدبه, شخبارك يا حيوانه?, عاش من شافك يا كلبه, وحشتينا يا بقرة! بس اذا تهاوشوا;.",1
متى يموت الغياب ونلتقي. 😣 🍃 🌸 🍃 🌹 🍃 🌸 ضوء القمر,0
اختك قاعدة تعض المخده و انا راكبها بزبي و اخض لحمها و هي تحاول تتحمله تلهث تحت زبي و انا ادق كسها للخصوه 🐶,1
مش بيصحيكي الساعه 6 الصبح 👊 👊,0
حلوة ذي يحط مكياج وؤطلع ينصح هذا الي لاقالك اخر الزمان خكاريه ويوعضون 😷 🤣,0
اصدقا الوناسه وينهمنايمات بنات اللذينا 😡,0
واجه التريس يا جويلي الزفتان علاش تقصف فالمدنيين يا ضال يا وسخ اهم تريس ورشفانة دق فالميدان كتف بكتف مع الجيش وانت هارب وتقصف من بعيد يا جبان يا سلالة الزفتان شلايك الطليان,1
غامض طلع صاحي 😡 سنابات غازي المطيري,0
حيوانه 😂 🖕.,1
شكلي بس انا الوحيدة اللي اكره الشيلات 😷,0
مسكينن 😂 🔪,0
نحن من يصنع غرور البعض والسبب اننا نعطي قيمه لمن لا قيمة له. 😡,0
